Market_Cap,Name,Price,Rank,Volume,Link,Circulating_Supply,value1,value3,Symbol,value2
"
$5,293,329
",Happycoin,$0.324156,"
490
","$9,306",/currencies/happycoin/,"16,329,547",-8.52%,14.70%,HPC,1.23%
"
$5,288,265
",QunQun,$0.007402,"
491
","$206,960",/currencies/qunqun/,"714,446,815",-0.23%,-5.53%,QUN,-4.62%
"
$5,260,707
",Stellite,$0.000836,"
492
","$131,558",/currencies/stellite/,"6,292,856,850",8.59%,27.93%,XTL,26.25%
"
$5,247,381
",Clams,$1.60,"
493
","$4,751",/currencies/clams/,"3,271,458",0.59%,0.17%,CLAM,-3.17%
"
$5,242,287
",PotCoin,$0.023731,"
494
","$8,815",/currencies/potcoin/,"220,902,901",-1.44%,-1.73%,POT,-3.20%
"
$5,206,126
",Flash,$0.005785,"
495
","$1,356",/currencies/flash/,"900,000,000",0.23%,-6.43%,FLASH,-2.96%
"
$5,196,474
",Blackmoon,$0.237092,"
496
","$469,829",/currencies/blackmoon/,"21,917,544",0.11%,-7.03%,BMC,-2.60%
"
$5,157,405
",Patron,$0.020337,"
497
","$33,992",/currencies/patron/,"253,596,416",-6.23%,27.93%,PAT,-9.32%
"
$5,105,840
",Pepe Cash,$0.007274,"
498
","$3,252",/currencies/pepe-cash/,"701,884,009",-0.02%,-3.49%,PEPECASH,-1.35%
"
$5,105,351
",Myriad,$0.003163,"
499
","$16,679",/currencies/myriad/,"1,613,877,250",0.22%,1.27%,XMY,-0.49%
"
$5,099,063
",Ubex,$0.001817,"
500
","$501,989",/currencies/ubex/,"2,806,051,017",-8.29%,23.14%,UBEX,-20.43%
"
$5,073,829
",SureRemit,$0.010148,"
501
","$2,092",/currencies/sureremit/,"500,000,000",0.18%,-4.41%,RMT,6.08%
"
$5,003,296
",Airbloc,$0.028870,"
502
","$476,924",/currencies/airbloc/,"173,301,932",0.37%,-0.10%,ABL,-2.41%
"
$4,998,171
",TRAXIA,$0.010182,"
503
","$372,463",/currencies/traxia/,"490,883,333",0.02%,-0.80%,TMT,2.44%
"
$4,976,290
",AVINOC,$0.013334,"
504
","$1,127",/currencies/avinoc/,"373,206,040",0.12%,32.57%,AVINOC,-10.24%
"
$4,973,980
",PumaPay,$0.000311,"
505
","$26,099",/currencies/pumapay/,"16,007,078,848",-2.79%,-45.82%,PMA,-1.56%
"
$4,966,526
",New Power Coin,$0.334469,"
506
","$4,094",/currencies/new-power-coin/,"14,848,989",-3.19%,21.48%,NPW,-5.30%
"
$4,925,733
",ColossusXT,$0.000453,"
507
","$16,913",/currencies/colossusxt/,"10,865,561,839",0.24%,-18.71%,COLX,-17.60%
"
$4,919,069
",Humaniq,$0.026548,"
508
","$70,316",/currencies/humaniq/,"185,286,753",-3.25%,-5.77%,HMQ,-4.07%
"
$4,904,714
",Blockport,$0.092768,"
509
","$29,816",/currencies/blockport/,"52,870,933",0.22%,-12.22%,BPT,-4.49%
"
$4,879,477
",CEEK VR,$0.011779,"
510
","$13,388",/currencies/ceek-vr/,"414,247,244",0.39%,14.65%,CEEK,7.97%
"
$4,875,858
",NaPoleonX,$0.192493,"
511
","$609,307",/currencies/napoleonx/,"25,330,000",1.30%,-10.28%,NPX,-0.32%
"
$4,835,975
",MonetaryUnit,$0.034318,"
512
","$40,072",/currencies/monetaryunit/,"140,915,070",0.40%,-3.45%,MUE,-2.79%
"
$4,814,099
",U Network,$0.000816,"
513
","$851,491",/currencies/u-network/,"5,899,797,145",1.71%,13.47%,UUU,3.56%
"
$4,809,895
",Zeusshield,$0.004171,"
514
","$68,014",/currencies/zeusshield/,"1,153,170,765",-0.22%,8.54%,ZSC,-0.44%
"
$4,746,968
",Consensus,$0.002958,"
515
","$18,308",/currencies/consensus/,"1,604,793,924",0.24%,13.58%,SEN,0.35%
"
$4,744,668
",Skrumble Network,$0.006351,"
516
","$834,738",/currencies/skrumble-network/,"747,041,846",-0.51%,3.69%,SKM,-1.80%
"
$4,727,211
",UpToken,$0.032287,"
517
","$52,913",/currencies/uptoken/,"146,413,250",0.33%,4.67%,UP,-2.02%
"
$4,724,172
",DAO.Casino,$0.028243,"
518
","$3,636",/currencies/dao-casino/,"167,270,821",-10.75%,18.42%,BET,-12.12%
"
$4,713,152
",Ivy,$0.015636,"
519
","$15,290",/currencies/ivy/,"301,420,830",4.96%,-6.91%,IVY,8.72%
"
$4,620,368
",Unikoin Gold,$0.032249,"
520
","$10,636",/currencies/unikoin-gold/,"143,272,371",0.53%,10.40%,UKG,-1.25%
"
$4,556,561
",Xaurum,$0.040574,"
521
","$5,441",/currencies/xaurum/,"112,302,673",0.33%,7.54%,XAUR,-5.98%
"
$4,541,563
",aXpire,$0.016515,"
522
","$63,443",/currencies/axpire/,"275,000,000",-0.19%,7.84%,AXPR,0.49%
"
$4,534,456
",XPA,$0.079305,"
523
","$6,624",/currencies/xpa/,"57,177,751",0.25%,-3.67%,XPA,-1.41%
"
$4,495,499
",Cashbery Coin,$0.813869,"
524
","$100,796",/currencies/cashbery-coin/,"5,523,618",-0.56%,62.98%,CBC,0.99%
"
$4,491,707
",HashCoin,$0.000349,"
525
","$8,839",/currencies/hashcoin/,"12,863,911,326",-0.96%,7.17%,HSC,-1.12%
"
$4,474,109
",Cappasity,$0.009011,"
526
","$195,444",/currencies/cappasity/,"496,489,149",16.45%,8.54%,CAPP,-0.19%
"
$4,449,750
",ToaCoin,$0.001585,"
527
","$26,394",/currencies/toacoin/,"2,806,777,569",-0.45%,5.17%,TOA,-4.95%
"
$4,439,082
",Dimecoin,$0.000008,"
528
","$3,616",/currencies/dimecoin/,"539,096,740,560",-14.64%,-4.75%,DIME,-28.95%
"
$4,418,844
",MASTERNET,$0.139454,"
529
","$17,851",/currencies/masternet/,"31,686,740",0.86%,-43.49%,MASH,-26.65%
"
$4,411,389
",UNIVERSAL CASH,$0.000529,"
530
","$23,844",/currencies/ucash/,"8,332,418,171",2.59%,-19.23%,UCASH,2.21%
"
$4,403,745
",Databits,$0.193590,"
531
","$16,303",/currencies/databits/,"22,747,809",0.22%,42.43%,DTB,0.51%
"
$4,389,935
",Experience Po...,$0.000018,"
532
","$13,537",/currencies/experience-points/,"248,339,353,678",0.33%,1.01%,XP,2.15%
"
$4,362,175
",Thingschain,$0.000381,"
533
","$2,074,687",/currencies/thingschain/,"11,445,000,000",0.25%,12.97%,TIC,-1.24%
"
$4,345,433
",DIMCOIN,$0.002067,"
534
","$38,026",/currencies/dimcoin/,"2,102,483,276",2.61%,-34.77%,DIM,-9.08%
"
$4,345,237
",Spectrecoin,$0.209054,"
535
",$740,/currencies/spectrecoin/,"20,785,264",1.04%,0.01%,XSPEC,-1.37%
"
$4,340,239
",FNKOS,$0.031497,"
536
",$645,/currencies/fnkos/,"137,799,790",0.25%,-6.75%,FNKOS,13.93%
"
$4,319,565
 ",Cardstack,$0.001791,"
537
","$252,665",/currencies/cardstack/,"2,411,561,281",-0.73%,-5.69%,CARD,-2.68%
"
$4,303,046
",BOXX Token [B...,$0.187752,"
538
","$644,988",/currencies/boxx-token-blockparty/,"22,918,824",-0.71%,-1.22%,BOXX,-0.85%
"
$4,285,074
",Own,$0.059655,"
539
","$351,622",/currencies/own/,"71,830,921",0.98%,173.88%,CHX,46.89%
"
$4,279,711
",Constellation,$0.006743,"
540
","$141,062",/currencies/constellation/,"634,734,528",0.24%,-9.65%,DAG,-1.11%
"
$4,267,444
",BlackCoin,$0.061674,"
541
","$87,521",/currencies/blackcoin/,"69,193,437",-2.15%,-13.15%,BLK,-2.69%
"
$4,262,181
",Envion,$0.038271,"
542
",$866,/currencies/envion/,"111,368,894",0.25%,9.31%,EVN,4.35%
"
$4,257,153
",Switcheo,$0.008145,"
543
","$14,270",/currencies/switcheo/,"522,694,673",0.26%,1.54%,SWTH,-1.54%
"
$4,232,839
",SafeInsure,$4.03,"
544
","$233,843",/currencies/safeinsure/,"1,050,000",-1.61%,-3.00%,SINS,-22.14%
"
$4,200,317
",MidasProtocol,$0.020634,"
545
","$106,279",/currencies/midasprotocol/,"203,567,068",0.29%,-2.55%,MAS,-1.24%
"
$4,198,201
",Pandacoin,$0.000129,"
546
","$1,381",/currencies/pandacoin-pnd/,"32,514,916,898",0.22%,-0.01%,PND,0.02%
"
$4,191,278
",Medicalchain,$0.022656,"
547
 ","$2,408,608",/currencies/medical-chain/,"185,000,000",0.76%,-2.85%,MTN,3.01%
"
$4,170,302
",Synereo,$0.041401,"
548
","$31,349",/currencies/synereo/,"100,728,564",-0.96%,-1.94%,AMP,-2.66%
"
$4,160,243
",Ulord,$0.115713,"
549
","$217,250",/currencies/ulord/,"35,953,002",0.39%,-10.11%,UT,-0.66%
"
$4,157,243
",Electrify.Asia,$0.009047,"
550
","$68,597",/currencies/electrifyasia/,"459,536,516",0.33%,3.34%,ELEC,-0.24%
"
$4,141,129
",MassGrid,$0.080787,"
551
","$14,590",/currencies/massgrid/,"51,259,905",0.30%,-8.93%,MGD,-2.35%
"
$4,118,103
",DubaiCoin,$1.84,"
552
","$32,127",/currencies/dubaicoin-dbix/,"2,232,901",1.34%,21.78%,DBIX,-2.54%
"
$4,116,084
",Bodhi,$0.102902,"
553
","$467,931",/currencies/bodhi/,"40,000,000",5.32%,22.54%,BOT,15.22%
"
$4,114,364
",STK,$0.012036,"
554
","$46,030",/currencies/stk/,"341,838,595",0.24%,-4.06%,STK,-5.02%
"
$4,112,255
",Change,$0.110813,"
555
","$5,006",/currencies/change/,"37,109,987",-0.61%,-4.89%,CAG,0.01%
"
$4,107,116
",Ondori,$0.000114,"
556
","$37,402",/currencies/ondori/,"35,883,543,184",0.68%,12.91%,RSTR,52.11%
"
$4,096,488
",Egretia,$0.001346,"
557
","$585,977",/currencies/egretia/,"3,044,418,820",-0.55%,-4.42%,EGT,-4.22%
"
$4,080,925
",OracleChain,$0.136031,"
558
","$19,760",/currencies/oraclechain/,"30,000,000",0.18%,-10.20%,OCT,-5.88%
"
$4,064,014
",Remme,$0.006759,"
559
","$239,833",/currencies/remme/,"601,315,410",0.33%,0.12%,REM,-1.51%
"
$4,022,995
",DACSEE,$0.005455,"
560
","$230,872",/currencies/dacsee/,"737,430,745",0.27%,-6.22%,DACS,-2.13%
"
$4,022,474
",Banca,$0.000225,"
561
","$45,251",/currencies/banca/,"17,908,481,684",-0.10%,-4.46%,BANCA,-3.47%
"
$4,004,423
",TrustNote,$0.012917,"
562
","$1,298,686",/currencies/trustnote/,"309,999,945",-0.19%,-6.53%,TTT,-1.01%
"
$3,999,170
",Musicoin,$0.003551,"
563
","$14,607",/currencies/musicoin/,"1,126,177,642",0.33%,-8.40%,MUSIC,-3.87%
"
$3,993,063
",SunContract,$0.033302,"
564
","$354,143",/currencies/suncontract/,"119,904,659",1.25%,-4.79%,SNC,0.12%
"
$3,969,729
",Ethersocial,$0.166082,"
565
","$2,366",/currencies/ethersocial/,"23,902,258",-0.41%,-27.85%,ESN,-5.35%
"
$3,964,989
",Neurotoken,$0.050249,"
566
","$375,403",/currencies/neurotoken/,"78,906,618",0.65%,45.34%,NTK,27.25%
"
$3,931,782
",GridCoin,$0.010073,"
567
","$3,627",/currencies/gridcoin/,"390,312,753",0.44%,2.80%,GRC,-2.83%
"
$3,906,987
",Radium,$1.10,"
568
","$12,764",/currencies/radium/,"3,564,614",0.22%,-3.18%,RADS,-2.28%
"
$3,890,072
",DAOstack,$0.101617,"
569
","$123,721",/currencies/daostack/,"38,281,549",0.26%,-2.83%,GEN,8.16%
"
$3,888,281
",Datum,$0.003969,"
570
","$311,963",/currencies/datum/,"979,688,287",-0.41%,-14.82%,DAT,-4.40%
"
$3,849,442
",AurumCoin,$12.91,"
571
",$656,/currencies/aurumcoin/,"298,069",0.22%,75.08%,AU,-4.75%
"
$3,843,447
",Blocktrade Token,$0.071010,"
572
","$12,981",/currencies/blocktrade-token/,"54,125,290",-0.26%,-2.67%,BTT,13.22%
"
$3,820,620
",EBCoin,$0.001086,"
573
","$17,794",/currencies/ebcoin/,"3,519,018,066",0.19%,-9.01%,EBC,-1.34%
"
$3,818,738
",Incent,$0.082986,"
574
","$6,601",/currencies/incent/,"46,016,599",0.22%,16.29%,INCNT,2.38%
"
$3,816,553
",Nasdacoin,$0.208638,"
575
","$9,314",/currencies/nasdacoin/,"18,292,658",6.84%,-18.13%,NSD,-6.73%
"
$3,809,607
",Triggers,$0.118659,"
576
","$35,164",/currencies/triggers/,"32,105,578",0.31%,-1.77%,TRIG,-1.32%
"
$3,762,364
",ugChain,$0.006614,"
577
","$9,217",/currencies/ugchain/,"568,842,039",0.02%,-2.98%,UGC,-2.83%
"
$3,756,370
",PAYCENT,$0.138185,"
578
","$17,349",/currencies/paycent/,"27,183,619",0.40%,13.36%,PYN,1.11%
"
$3,738,291
",Gems ,$0.003258,"
579
","$174,775",/currencies/gems-protocol/,"1,147,488,025",-0.01%,-1.90%,GEM,-1.85%
"
$3,668,402
",Smartshare,$0.000806,"
580
","$659,657",/currencies/smartshare/,"4,553,013,916",-0.17%,-14.41%,SSP,-4.31%
"
$3,663,480
",Decision Token,$0.114391,"
581
","$15,165",/currencies/decision-token/,"32,025,998",0.78%,-7.41%,HST,-1.46%
"
$3,658,922
",WABnetwork,$0.000408,"
582
","$1,359",/currencies/wabnetwork/,"8,969,999,990",-0.21%,-16.84%,WAB,-8.16%
"
$3,655,069
",Banyan Network,$0.007745,"
583
","$177,043",/currencies/banyan-network/,"471,932,830",0.29%,-0.11%,BBN,-1.23%
"
$3,651,640
",CashBet Coin,$0.028786,"
584
","$31,451",/currencies/cashbet-coin/,"126,853,347",-1.15%,1.36%,CBC,-5.55%
"
$3,632,928
",Datawallet,$0.009310,"
585
","$84,486",/currencies/datawallet/,"390,222,225",0.26%,0.69%,DXT,0.11%
"
$3,623,182
",Atonomi,$0.007096,"
586
","$77,408",/currencies/atonomi/,"510,618,136",1.53%,-9.03%,ATMI,0.41%
"
$3,593,845
",Vexanium,$0.011908,"
587
","$811,896",/currencies/vexanium/,"301,800,825",-0.37%,15.27%,VEX,11.77%
"
$3,566,722
",Dotcoin,$0.011431,"
588
","$66,724",/currencies/dotcoin/,"312,018,000",-1.97%,12.25%,DOT,2.97%
"
$3,541,161
",Trinity Netwo...,$0.010623,"
589
","$19,211",/currencies/trinity-network-credit/,"333,333,333",-0.06%,3.75%,TNC,4.15%
"
$3,539,078
",Rise,$0.027203,"
590
","$3,350",/currencies/rise/,"130,098,128",0.19%,-38.93%,RISE,-16.76%
"
$3,533,617
",AdShares,$0.182342,"
591
","$5,599",/currencies/adshares/,"19,379,103",0.09%,-9.47%,ADST,-2.60%
"
$3,527,837
",LocalCoinSwap,$0.088078,"
592
","$374,298",/currencies/local-coin-swap/,"40,053,747",-2.22%,-23.64%,LCS,-13.63%
"
$3,524,093
",Eroscoin,$0.018871,"
593
","$1,172",/currencies/eroscoin/,"186,744,000",0.22%,-14.72%,ERO,-12.15%
"
$3,512,456
",Vipstar Coin,$0.000323,"
594
","$34,788",/currencies/vipstar-coin/,"10,887,005,131",11.28%,-19.74%,VIPS,-8.75%
"
$3,491,073
",Karma,$0.001958,"
595
","$194,672",/currencies/karma/,"1,782,809,241",3.34%,-1.00%,KRM,2.44%
"
$3,479,802
",Relex,$0.003221,"
596
","$29,899",/currencies/relex/,"1,080,401,044",0.21%,63.30%,RLX,6.23%
"
$3,477,840
",MARK.SPACE,$0.006841,"
597
","$115,548",/currencies/mark-space/,"508,351,513",1.01%,-0.55%,MRK,4.60%
"
$3,435,705
",I/O Coin,$0.201791,"
598
","$2,358",/currencies/iocoin/,"17,026,086",-0.57%,-9.06%,IOC,-5.99%
"
$3,416,749
",XMax,$0.000482,"
599
","$183,865",/currencies/xmax/,"7,091,891,070",0.25%,63.45%,XMX,-5.55%
"
$3,411,768
",BrahmaOS,$0.005509,"
600
","$57,105",/currencies/brahmaos/,"619,267,130",2.34%,-3.69%,BRM,3.41%
"
$3,391,210
",GeoCoin,$1.07,"
601
","$32,111",/currencies/geocoin/,"3,180,551",-1.69%,17.62%,GEO,-3.25%
"
$3,369,194
 ",ProChain,$0.067978,"
602
","$34,520",/currencies/prochain/,"49,562,749",-0.10%,0.35%,PRA,-1.88%
"
 $3,355,359
",Qbao,$0.051343,"
603
","$275,023",/currencies/qbao/,"65,351,403",1.65%,-20.04%,QBT,0.72%
"
$3,321,186
",Morpheus.Network,$0.128964,"
604
","$203,243",/currencies/morpheus-network/,"25,752,897",0.31%,-3.85%,MRPH,-1.86%
"
$3,319,534
",NoLimitCoin,$0.015805,"
605
","$31,165",/currencies/nolimitcoin/,"210,025,748",0.55%,-13.80%,NLC2,-2.31%
"
$3,299,624
",Matchpool,$0.043995,"
606
","$160,488",/currencies/guppy/,"75,000,000",1.85%,2.36%,GUP,-2.87%
"
$3,293,223
",Circuits of V...,$0.003293,"
607
","$5,830",/currencies/circuits-of-value/,"1,000,000,000",4.32%,-1.86%,COVAL,-2.49%
"
$3,281,091
",Experty,$0.121126,"
608
","$45,609",/currencies/experty/,"27,088,352",-0.20%,-4.75%,EXY,-2.46%
"
$3,261,335
",CYCLEAN,$0.005282,"
609
","$183,495",/currencies/cyclean/,"617,434,337",0.50%,-23.63%,CCL,-5.18%
"
$3,261,237
",BitMart Token,$0.027943,"
610
","$1,668,470",/currencies/bitmart-token/,"116,709,593",-0.10%,-2.94%,BMX,-0.53%
"
$3,246,455
",DomRaider,$0.005489,"
611
","$7,109",/currencies/domraider/,"591,500,000",0.22%,-12.11%,DRT,-9.47%
"
$3,245,310
",Stox,$0.062234,"
612
","$426,377",/currencies/stox/,"52,147,207",-0.16%,-23.16%,STX,-5.56%
"
$3,244,836
",VeriCoin,$0.103600,"
613
","$51,562",/currencies/vericoin/,"31,320,822",0.13%,-4.76%,VRC,-4.13%
"
$3,237,166
",Ink Protocol,$0.016691,"
614
 ","$9,823",/currencies/ink-protocol/,"193,949,269",0.29%,-3.13%,XNK,-2.95%
"
$3,227,745
",Polis,$0.774450,"
615
","$5,504",/currencies/polis/,"4,167,790",1.36%,-4.41%,POLIS,-1.01%
"
$3,202,871
",Solaris,$2.06,"
616
","$4,253",/currencies/solaris/,"1,553,347",-0.87%,-5.26%,XLR,0.41%
"
$3,192,133
",Bit-Z Token,$0.111246,"
617
","$28,390,201",/currencies/bit-z-token/,"28,694,398",0.59%,6.50%,BZ,1.54%
"
$3,164,077
",BitDice,$0.045201,"
618
","$1,826",/currencies/bitdice/,"70,000,000",0.22%,-2.83%,CSNO,-15.95%
"
$3,149,049
",RightMesh,$0.055945,"
619
","$46,887",/currencies/rightmesh/,"56,288,756",0.74%,-0.44%,RMESH,-3.31%
"
$3,129,613
",BitSend,$0.149667,"
620
","$24,738",/currencies/bitsend/,"20,910,450",0.99%,4.97%,BSD,-3.46%
"
$3,098,762
",ZMINE,$0.022938,"
621
","$17,858",/currencies/zmine/,"135,095,148",1.76%,6.35%,ZMN,1.90%
"
$3,076,694
",Etheroll,$0.439426,"
622
","$13,374",/currencies/etheroll/,"7,001,623",0.65%,-5.76%,DICE,-3.97%
"
$3,066,948
",ATC Coin,$0.019182,"
623
","$29,064",/currencies/atc-coin/,"159,883,163",0.57%,-9.64%,ATCC,-2.47%
"
$3,044,882
",RED,$0.023422,"
624
","$715,998",/currencies/red/,"130,000,009",-1.24%,38.29%,RED,-0.82%
"
$3,042,022
",GoNetwork,$0.053372,"
625
","$605,062",/currencies/gonetwork/,"56,996,635",0.81%,-18.24%,GOT,-3.11%
"
$3,040,673
",Ormeus Coin,$0.178555,"
626
","$905,669",/currencies/ormeus-coin/,"17,029,321",0.57%,-4.89%,ORME,-1.65%
"
$3,029,805
",EchoLink,$0.008127,"
627
","$178,541",/currencies/echolink/,"372,810,007",0.40%,-7.99%,EKO,-0.55%
"
$3,023,186
",Maecenas,$0.076951,"
628
",$926,/currencies/maecenas/,"39,287,162",0.25%,15.62%,ART,-1.44%
"
$3,016,437
",Niobium Coin,$0.061315,"
629
","$6,629",/currencies/niobium-coin/,"49,195,482",0.24%,-6.95%,NBC,14.18%
"
$3,004,523
",Waves Communi...,$0.301520,"
630
","$2,737",/currencies/waves-community-token/,"9,964,593",0.50%,-5.15%,WCT,-2.28%
"
$2,998,198
",SRCOIN,$0.000593,"
631
","$220,649",/currencies/srcoin/,"5,052,048,084",-2.88%,-3.33%,SRCOIN,-1.33%
"
$2,987,268
",Tolar,$0.014807,"
632
","$182,958",/currencies/tolar/,"201,751,979",-3.89%,-17.21%,TOL,-13.34%
"
$2,971,925
",Hacken,$0.549826,"
633
","$10,804",/currencies/hacken/,"5,405,209",-1.77%,-22.09%,HKN,-7.59%
"
$2,967,678
",Omnitude,$0.059357,"
634
","$1,534",/currencies/omnitude/,"49,997,361",0.25%,-12.98%,ECOM,-10.53%
"
$2,956,905
",CoinPoker,$0.009375,"
635
","$170,900",/currencies/coinpoker/,"315,414,462",0.31%,-1.44%,CHP,-6.53%
"
$2,956,613
",Darico Ecosys...,$0.067691,"
636
","$2,905",/currencies/darcio-ecosystem-coin/,"43,678,161",0.25%,-5.19%,DEC,7.21%
"
$2,955,796
",Snetwork,$0.022929,"
637
","$80,872",/currencies/snetwork/,"128,908,836",-0.15%,-5.80%,SNET,-1.03%
"
$2,945,943
",OneLedger,$0.007527,"
638
","$457,709",/currencies/oneledger/,"391,369,551",1.31%,-2.69%,OLT,-0.07%
"
$2,943,158
",FREE Coin,$0.000002,"
639
","$17,474",/currencies/free-coin/,"1,479,987,148,024",0.81%,330.05%,FREE,-1.35%
"
$2,942,233
",SHIELD,$0.005736,"
640
","$13,465",/currencies/shield-xsh/,"512,973,375",-11.50%,-7.52%,XSH,5.81%
"
$2,935,299
",Shivom,$0.004802,"
641
","$11,495",/currencies/shivom/,"611,215,601",0.26%,-22.49%,OMX,-8.07%
"
$2,933,402
",Sharder,$0.010355,"
642
","$674,375",/currencies/sharder/,"283,282,765",-0.21%,30.97%,SS,7.01%
"
$2,928,396
",DeviantCoin,$0.243167,"
643
","$32,287",/currencies/deviantcoin/,"12,042,714",2.46%,-21.04%,DEV,1.28%
"
$2,926,506
",ClearPoll,$0.418073,"
644
","$25,177",/currencies/clearpoll/,"6,999,991",0.17%,96.50%,POLL,4.58%
"
$2,921,188
",DxChain Token,$0.000327,"
645
","$169,625",/currencies/dxchain-token/,"8,940,457,535",-0.28%,-5.07%,DX,-2.43%
"
$2,918,721
",Measurable Da...,$0.007089,"
646
","$432,223",/currencies/measurable-data-token/,"411,744,800",0.06%,4.48%,MDT,-0.90%
"
$2,914,724
",Merculet,$0.000983,"
647
","$299,944",/currencies/merculet/,"2,965,698,837",-2.07%,-19.04%,MVP,-4.38%
"
$2,894,605
",CanonChain,$0.006218,"
648
","$141,958",/currencies/cononchain/,"465,497,729",0.20%,-4.32%,CZR,-2.35%
"
$2,889,814
",ThoreCoin,$33.64,"
649
","$60,804",/currencies/thorecoin/,"85,910",-1.84%,-4.62%,THR,-2.32%
"
$2,889,186
",Anoncoin,$1.37,"
650
","$1,639",/currencies/anoncoin/,"2,110,317",0.22%,-22.42%,ANC,-12.49%
"
$2,868,860
",SelfSell,$0.007356,"
651
","$114,647",/currencies/selfsell/,"390,000,000",1.71%,-8.94%,SSC,-9.11%
"
$2,859,543
",Sentinel,$0.001430,"
652
","$70,301",/currencies/sentinel/,"1,999,969,999",0.98%,-1.37%,SENT,-7.67%
"
$2,840,865
",Clipper Coin,$0.001792,"
653
","$105,542",/currencies/clipper-coin/,"1,585,063,162",2.80%,-7.78%,CCCX,-9.01%
"
$2,819,844
",Rate3,$0.006573,"
654
","$676,367",/currencies/rate3/,"428,994,997",-0.27%,9.56%,RTE,-13.67%
"
$2,785,835
",Mozo Token,$0.003681,"
655
","$164,114",/currencies/mozo-token/,"756,915,655",0.22%,25.22%,MOZO,-15.05%
"
$2,776,992
",Energo,$0.004610,"
656
","$203,115",/currencies/energo/,"602,378,920",0.11%,0.35%,TSL,-4.36%
"
$2,775,575
",EXRNchain,$0.000030,"
657
","$239,669",/currencies/exrnchain/,"92,500,000,000",0.30%,-3.49%,EXRN,-1.48%
"
$2,774,597
",Lendingblock,$0.004662,"
658
","$29,256",/currencies/lendingblock/,"595,103,284",-0.77%,0.56%,LND,-5.06%
"
$2,763,624
",Pal Network,$0.006688,"
659
","$846,558",/currencies/pal-network/,"413,229,449",0.30%,54.69%,PAL,-7.14%
"
$2,756,257
",CargoX,$0.021355,"
660
","$38,286",/currencies/cargox/,"129,071,409",0.16%,8.18%,CXO,0.32%
"
$2,754,699
",SolarCoin,$0.057685,"
661
","$2,184",/currencies/solarcoin/,"47,753,982",0.28%,-9.53%,SLR,0.70%
"
 $2,752,376
",ZelCash,$0.066802,"
662
","$11,342",/currencies/zelcash/,"41,202,200",0.65%,-10.01%,ZEL,-2.10%
"
$2,739,773
",Debitum,$0.014090,"
663
","$50,919",/currencies/debitum-network/,"194,445,716",-0.10%,15.61%,DEB,5.30%
"
$2,725,122
",Nimiq,$0.001261,"
664
","$135,694",/currencies/nimiq/,"2,161,590,555",-0.76%,12.03%,NIM,6.93%
"
$2,717,728
",TrueFlip,$0.435027,"
665
","$188,919",/currencies/trueflip/,"6,247,267",0.19%,2.85%,TFL,9.32%
"
$2,705,981
",Digix Gold Token,$42.79,"
666
","$84,303",/currencies/digix-gold-token/,"63,232",-0.16%,-5.15%,DGX,0.55%
"
$2,703,117
",Paragon,$0.040996,"
667
","$55,975",/currencies/paragon/,"65,936,593",-0.25%,11.09%,PRG,2.41%
"
$2,671,698
",Acute Angle C...,$0.010687,"
668
","$937,096",/currencies/acute-angle-cloud/,"250,000,000",0.28%,21.67%,AAC,-0.13%
"
$2,667,863
",EncrypGen,$0.042906,"
669
","$2,350",/currencies/encrypgen/,"62,179,974",-0.44%,-6.42%,DNA,-3.30%
"
$2,656,586
",Flixxo,$0.033258,"
670
","$20,218",/currencies/flixxo/,"79,876,997",2.92%,13.54%,FLIXX,-4.21%
"
$2,653,531
",Spectre.ai Ut...,$0.108177,"
671
","$35,283",/currencies/spectre-utility/,"24,529,558",0.94%,2.95%,SXUT,18.07%
"
$2,638,888
",HeartBout,$0.049608,"
672
","$40,994",/currencies/heartbout/,"53,195,267",11.49%,17.64%,HB,70.20%
"
$2,637,370
",Dynamic,$0.756988,"
673
","$46,194",/currencies/dynamic/,"3,484,032",-0.10%,21.25%,DYN,0.54%
"
$2,624,233
",Oyster Shell,$0.030985,"
674
","$58,723",/currencies/oyster-shell/,"84,692,607",-0.74%,66.30%,SHL,-10.11%
"
$2,615,305
",RealTract,$0.000262,"
675
","$1,527,179",/currencies/realtract/,"10,000,002,100",7.06%,-3.40%,RET,-0.03%
"
$2,613,352
",Bezop,$0.051781,"
676
","$397,587",/currencies/bezop/,"50,468,854",3.85%,39.21%,BEZ,-3.80%
"
$2,605,146
",AC3,$0.037832,"
677
","$13,531",/currencies/ac3/,"68,861,770",-7.02%,-1.01%,AC3,-2.70%
"
$2,590,501
",Formosa Finan...,$0.003682,"
678
","$113,865",/currencies/formosa-financial/,"703,497,362",0.36%,-23.23%,FMF,-0.69%
"
$2,589,272
",POPCHAIN,$0.007733,"
679
","$185,019",/currencies/popchain/,"334,834,125",-1.90%,8.87%,PCH,1.96%
"
$2,588,036
",Peerplays,$0.576831,"
680
","$2,157",/currencies/peerplays-ppy/,"4,486,647",-10.47%,-41.00%,PPY,-10.54%
"
$2,583,777
",EnergiToken,$0.001896,"
681
","$21,593",/currencies/energitoken/,"1,362,708,830",7.52%,-8.14%,ETK,11.77%
"
$2,570,218
",Bob's Repair,$0.032831,"
682
","$218,730",/currencies/bobs-repair/,"78,286,331",0.55%,0.29%,BOB,-1.05%
"
$2,559,122
",Stipend,$0.294322,"
683
","$5,039",/currencies/stipend/,"8,694,989",3.70%,164.81%,SPD,171.26%
